Year,State,Households,Persons,TotalCost,MCost,BCost,CostPerHousehold,CostPerPerson,MPersons,Region
2012,Nevada,"169,147","354,900","$525,318,612 ",525.32,0.53,258.81,123.35,0.35489975,WRO
2012,New Hampshire,"56,354","116,895","$166,472,605 ",166.47,0.17,246.17,118.68,0.116894583,NERO
2012,New Jersey,"406,143","826,134","$1,321,101,694 ","1,321.10",1.32,271.07,133.26,0.826133583,MARO
2012,New Mexico,"193,522","438,252","$674,066,965 ",674.07,0.67,290.26,128.17,0.43825175,SWRO
2012,New York,"1,650,099","3,076,911","$5,444,101,662 ","5,444.10",5.44,274.94,147.45,3.076911417,NERO
2012,North Carolina,"785,072","1,668,588","$2,430,133,033 ","2,430.13",2.43,257.95,121.37,1.668588167,SERO
2012,North Dakota,"27,269","58,796","$90,677,717 ",90.68,0.09,277.11,128.52,0.058796333,MPRO
2012,Ohio,"873,828","1,807,913","$3,006,931,315 ","3,006.93",3.01,286.76,138.6,1.807912667,MWRO
2012,Oklahoma,"279,649","614,947","$947,199,555 ",947.2,0.95,282.26,128.36,0.614947083,SWRO
2012,Oregon,"447,338","815,221","$1,253,656,139 ","1,253.66",1.25,233.54,128.15,0.815221333,WRO
2012,Pennsylvania,"869,157","1,799,209","$2,772,898,224 ","2,772.90",2.77,265.86,128.43,1.7992085,MARO
2012,Rhode Island,"95,282","172,846","$289,245,852 ",289.25,0.29,252.97,139.45,0.17284575,NERO
2012,SERO,"5,653,066","11,540,466","$18,270,828,989 ","18,270.83",18.27,269.34,131.93,11.54046558,SERO
2012,South Carolina,"410,491","869,801","$1,371,335,000 ","1,371.34",1.37,278.39,131.38,0.869800583,SERO
2012,South Dakota,"45,111","103,846","$165,488,630 ",165.49,0.17,305.71,132.8,0.103845833,MPRO
2012,SWRO,"2,782,307","6,542,522","$9,910,956,736 ","9,910.96",9.91,296.84,126.24,6.542522,SWRO
2012,Tennessee,"641,211","1,316,810","$2,089,053,032 ","2,089.05",2.09,271.5,132.2,1.31681025,SERO
2012,Texas,"1,666,362","4,038,440","$6,006,734,649 ","6,006.73",6.01,300.39,123.95,4.038440167,SWRO
2012,US,"22,329,713",46609072,"$74,619,344,626 ","74,619.34",74.62,278.48,133.41,46.609072,US
2012,Utah,"113,254","276,890","$404,542,100 ",404.54,0.4,297.67,121.75,0.27689,SWRO
2012,Vermont,"49,350","96,579","$141,255,732 ",141.26,0.14,238.53,121.88,0.096579417,NERO
2012,Virgin Islands,"10,559","24,827","$52,785,665 ",52.79,0.05,416.58,177.18,0.024827083,NERO
2012,Virginia,"439,924","913,878","$1,403,720,773 ","1,403.72",1.4,265.9,128,0.913877667,MARO
2012,Washington,"580,211","1,108,090","$1,684,648,246 ","1,684.65",1.68,241.96,126.69,1.108089667,WRO
2012,West Virginia,"164,034","346,833","$500,402,535 ",500.4,0.5,254.22,120.23,0.3468325,MARO
2012,Wisconsin,"398,966","835,312","$1,167,767,096 ","1,167.77",1.17,243.92,116.5,0.835312333,MWRO
2012,WRO,"3,702,018","7,911,287","$13,374,633,839 ","13,374.63",13.37,301.07,140.88,7.911286667,WRO
2012,Wyoming,"14,947","34,347","$51,769,558 ",51.77,0.05,288.64,125.6,0.034346917,MPRO
2013,Alabama,"421,302","915,322","$1,414,951,864 ","1,414.95",1.41,279.88,128.82,0.915322417,SERO
2013,Alaska,"38,279","91,364","$189,565,646 ",189.57,0.19,412.68,172.9,0.091363833,WRO
2013,Arizona,"476,689","1,111,105","$1,648,236,258 ","1,648.24",1.65,288.14,123.62,1.11110525,SWRO
2013,Arkansas,"224,454","504,621","$731,845,896 ",731.85,0.73,271.71,120.86,0.504620917,SWRO
2013,California,"1,905,869","4,159,031","$7,558,348,393 ","7,558.35",7.56,330.49,151.44,4.15903075,WRO
2013,Colorado,"231,488","507,934","$823,529,607 ",823.53,0.82,296.46,135.11,0.507933917,MPRO
2013,Connecticut,"233,171","425,320","$707,654,612 ",707.65,0.71,252.91,138.65,0.4253195,NERO
2013,Delaware,"72,244","153,137","$235,028,481 ",235.03,0.24,271.11,127.9,0.15313725,MARO
2013,District of Columbia,"81,904","144,889","$235,020,570 ",235.02,0.24,239.12,135.17,0.144888917,MARO
2013,Florida,"1,943,902","3,556,473","$5,906,158,957 ","5,906.16",5.91,253.19,138.39,3.556472917,SERO
2013,Georgia,"907,896","1,948,189","$3,188,743,586 ","3,188.74",3.19,292.69,136.4,1.948188583,SERO
2013,Guam,"15,097","45,554","$118,159,044 ",118.16,0.12,652.23,216.15,0.045554417,WRO
2013,Hawaii,"96,022","189,350","$494,182,027 ",494.18,0.49,428.88,217.49,0.18934975,WRO
2013,Idaho,"97,927","227,006","$346,782,947 ",346.78,0.35,295.1,127.3,0.22700625,WRO
2013,Illinois,"1,017,190","2,040,053","$3,378,095,657 ","3,378.10",3.38,276.75,137.99,2.04005325,MWRO
2013,Indiana,"415,518","926,011","$1,461,136,176 ","1,461.14",1.46,293.04,131.49,0.926010917,MWRO
2013,Iowa,"198,500","420,344","$586,542,123 ",586.54,0.59,246.24,116.28,0.420344417,MWRO
2013,Kansas,"149,233","316,983","$474,255,829 ",474.26,0.47,264.83,124.68,0.316982583,MPRO
2013,Kentucky,"420,211","872,439","$1,332,998,664 ","1,333.00",1.33,264.35,127.33,0.872438583,SERO
2013,Louisiana,"425,648","940,100","$1,479,828,133 ","1,479.83",1.48,289.72,131.18,0.940099667,SWRO
2013,Maine,"130,374","249,119","$367,069,888 ",367.07,0.37,234.63,122.79,0.2491185,NERO
2013,MARO,"2,483,896","5,049,167","$7,820,203,074 ","7,820.20",7.82,262.36,129.07,5.049166833,MARO
2013,Maryland,"392,184","771,021","$1,178,661,931 ","1,178.66",1.18,250.45,127.39,0.77102075,MARO
2013,Massachusetts,"498,580","887,619","$1,394,535,579 ","1,394.54",1.39,233.08,130.92,0.887618667,NERO
2013,Michigan,"909,764","1,775,646","$2,911,624,110 ","2,911.62",2.91,266.7,136.65,1.775645667,MWRO
2013,Minnesota,"274,236","552,928","$771,362,512 ",771.36,0.77,234.4,116.25,0.552928333,MWRO
2013,Mississippi,"305,005","668,624","$993,077,956 ",993.08,0.99,271.33,123.77,0.668624333,SERO
2013,Missouri,"437,443","929,943","$1,428,882,352 ","1,428.88",1.43,272.2,128.04,0.929942833,MPRO
2013,Montana,"59,398","128,531","$192,259,685 ",192.26,0.19,269.73,124.65,0.128530917,MPRO
2013,MPRO,"1,344,261","2,933,692","$4,455,559,630 ","4,455.56",4.46,276.21,126.56,2.933691917,MPRO
2013,MWRO,"3,922,962","7,976,043","$12,643,681,584 ","12,643.68",12.64,268.58,132.1,7.9760425,MWRO
2013,Nebraska,"79,379","179,711","$264,636,314 ",264.64,0.26,277.82,122.71,0.179710667,MPRO
2013,NERO,"2,781,708","5,130,303","$8,706,580,811 ","8,706.58",8.71,260.83,141.42,5.13030275,NERO
2013,Nevada,"174,638","360,953","$535,230,693 ",535.23,0.54,255.4,123.57,0.360953167,WRO
2013,New Hampshire,"56,201","117,315","$162,970,800 ",162.97,0.16,241.65,115.76,0.117314833,NERO
2013,New Jersey,"432,270","876,266","$1,419,226,622 ","1,419.23",1.42,273.6,134.97,0.876266,MARO
2013,New Mexico,"197,359","440,362","$679,481,811 ",679.48,0.68,286.91,128.58,0.440361667,SWRO
2013,New York,"1,710,501","3,170,465","$5,621,405,245 ","5,621.41",5.62,273.87,147.75,3.170465,NERO
2013,North Carolina,"786,064","1,703,700","$2,491,197,794 ","2,491.20",2.49,264.1,121.85,1.703700417,SERO
2013,North Dakota,"26,270","56,523","$85,530,266 ",85.53,0.09,271.32,126.1,0.056522833,MPRO
2013,Ohio,"889,427","1,824,675","$2,923,160,707 ","2,923.16",2.92,273.88,133.5,1.824674833,MWRO
2013,Oklahoma,"287,398","621,831","$958,684,325 ",958.68,0.96,277.98,128.48,0.621830917,SWRO
2013,Oregon,"451,420","817,575","$1,250,176,428 ","1,250.18",1.25,230.79,127.43,0.817574833,WRO
2013,Pennsylvania,"869,836","1,784,790","$2,748,346,529 ","2,748.35",2.75,263.3,128.32,1.78479025,MARO
2013,Rhode Island,"100,543","179,925","$302,890,523 ",302.89,0.3,251.05,140.29,0.179925,NERO
2013,SERO,"5,863,308","11,882,702","$18,836,592,892 ","18,836.59",18.84,267.72,132.1,11.88270242,SERO
2013,South Carolina,"416,724","875,866","$1,381,782,118 ","1,381.78",1.38,276.32,131.47,0.87586575,SERO
2013,South Dakota,"45,312","104,052","$165,040,184 ",165.04,0.17,303.53,132.18,0.104051583,MPRO
2013,SWRO,"2,809,209","6,548,804","$9,784,281,996 ","9,784.28",9.78,290.24,124.5,6.54880425,SWRO
2013,Tennessee,"662,204","1,342,089","$2,127,681,953 ","2,127.68",2.13,267.75,132.11,1.342089417,SERO
2013,Texas,"1,674,350","4,041,891","$5,934,441,831 ","5,934.44",5.93,295.36,122.35,4.041891083,SWRO
2013,US,"23,052,396",47636090,"$76,066,318,500 ","76,066.32",76.07,274.98,133.07,47.63609,US
2013,Utah,"101,027","251,626","$377,903,214 ",377.9,0.38,311.72,125.15,0.251626,SWRO
2013,Vermont,"52,337","100,541","$150,054,164 ",150.05,0.15,238.92,124.37,0.10054125,NERO
2013,Virgin Islands,"11,957","27,436","$56,990,837 ",56.99,0.06,397.18,173.1,0.027436083,NERO
2013,Virginia,"456,489","940,932","$1,442,442,319 ","1,442.44",1.44,263.32,127.75,0.940932167,MARO
2013,Washington,"591,113","1,113,441","$1,678,737,077 ","1,678.74",1.68,236.66,125.64,1.113440917,WRO
2013,West Virginia,"167,014","350,695","$504,485,785 ",504.49,0.5,251.72,119.88,0.350695417,MARO
2013,Wisconsin,"416,826","856,730","$1,198,302,422 ","1,198.30",1.2,239.57,116.56,0.8567295,MWRO
2013,WRO,"3,847,052","8,115,379","$13,819,418,513 ","13,819.42",13.82,299.35,141.91,8.115379167,WRO
2013,Wyoming,"16,211","38,046","$56,980,056 ",56.98,0.06,292.91,124.8,0.038046167,MPRO
2014,Alabama,"419,552","902,073","$1,318,133,562 ","1,318.13",1.32,261.81,121.77,0.902073167,SERO
2014,Alaska,"36,997","87,486","$174,241,813 ",174.24,0.17,392.47,165.97,0.087486333,WRO
2014,Arizona,"449,640","1,044,310","$1,476,761,898 ","1,476.76",1.48,273.69,117.84,1.044310083,SWRO
2014,Arkansas,"221,446","491,965","$663,719,268 ",663.72,0.66,249.77,112.43,0.491964667,SWRO
2014,California,"2,019,272","4,349,634","$7,411,483,685 ","7,411.48",7.41,305.86,141.99,4.34963425,WRO
2014,Colorado,"234,098","505,169","$765,737,085 ",765.74,0.77,272.58,126.32,0.50516925,MPRO
2014,Connecticut,"242,982","438,559","$697,435,672 ",697.44,0.7,239.19,132.52,0.438558833,NERO
2014,Delaware,"71,408","150,232","$220,352,805 ",220.35,0.22,257.15,122.23,0.150232333,MARO
2014,District of Columbia,"80,360","142,707","$222,604,041 ",222.6,0.22,230.84,129.99,0.142706917,MARO
2014,Florida,"1,920,697","3,526,311","$5,472,834,001 ","5,472.83",5.47,237.45,129.33,3.52631125,SERO
2014,Georgia,"882,115","1,942,689","$2,827,853,876 ","2,827.85",2.83,267.15,121.3,1.942688917,SERO
2014,Guam,"15,480","47,289","$108,433,869 ",108.43,0.11,583.75,191.08,0.04728925,WRO
2014,Hawaii,"98,830","194,264","$525,397,960 ",525.4,0.53,443.02,225.38,0.194263917,WRO
2014,Idaho,"90,161","211,781","$295,662,973 ",295.66,0.3,273.27,116.34,0.211780833,WRO
2014,Illinois,"1,021,150","2,015,303","$3,202,509,863 ","3,202.51",3.2,261.35,132.42,2.015303167,MWRO
2014,Indiana,"404,575","892,699","$1,311,468,403 ","1,311.47",1.31,270.13,122.43,0.892698583,MWRO
2014,Iowa,"193,372","408,070","$532,085,213 ",532.09,0.53,229.3,108.66,0.40806975,MWRO
2014,Kansas,"132,825","293,456","$395,209,994 ",395.21,0.4,247.95,112.23,0.293456083,MPRO
2014,Kentucky,"399,207","828,076","$1,170,989,948 ","1,170.99",1.17,244.44,117.84,0.828075833,SERO
2014,Louisiana,"396,428","877,340","$1,288,316,273 ","1,288.32",1.29,270.82,122.37,0.877340167,SWRO
2014,Maine,"122,690","230,536","$321,550,513 ",321.55,0.32,218.4,116.23,0.230535583,NERO
2014,MARO,"2,517,082","5,069,352","$7,274,953,767 ","7,274.95",7.27,240.85,119.59,5.069352083,MARO
2014,Maryland,"403,781","787,597","$1,133,135,874 ","1,133.14",1.13,233.86,119.89,0.78759725,MARO
2014,Massachusetts,"489,039","863,412","$1,272,977,488 ","1,272.98",1.27,216.92,122.86,0.863411917,NERO
2014,Michigan,"872,538","1,679,421","$2,576,165,148 ","2,576.17",2.58,246.04,127.83,1.679420667,MWRO
2014,Minnesota,"260,437","533,743","$670,202,668 ",670.2,0.67,214.45,104.64,0.533743333,MWRO
2014,Mississippi,"302,202","656,871","$912,985,504 ",912.99,0.91,251.76,115.83,0.656871333,SERO
2014,Missouri,"403,913","858,416","$1,236,444,630 ","1,236.44",1.24,255.1,120.03,0.858415583,MPRO
2014,Montana,"59,097","124,906","$176,169,543 ",176.17,0.18,248.42,117.53,0.124906083,MPRO
2014,MPRO,"1,275,093","2,784,021","$3,935,198,456 ","3,935.20",3.94,257.18,117.79,2.7840205,MPRO
2014,MWRO,"3,831,506","7,714,834","$11,456,084,933 ","11,456.08",11.46,249.16,123.75,7.71483375,MWRO
2014,Nebraska,"76,919","173,530","$238,904,358 ",238.9,0.24,258.83,114.73,0.173530333,MPRO
2014,NERO,"2,756,407","5,038,604","$8,043,608,153 ","8,043.61",8.04,243.18,133.03,5.038604,NERO
2014,Nevada,"188,739","383,622","$536,711,313 ",536.71,0.54,236.97,116.59,0.383621833,WRO
2014,New Hampshire,"53,559","111,701","$140,718,624 ",140.72,0.14,218.95,104.98,0.111701333,NERO
2014,New Jersey,"439,695","883,434","$1,290,688,313 ","1,290.69",1.29,244.62,121.75,0.883434417,MARO
2014,New Mexico,"195,258","431,494","$629,160,453 ",629.16,0.63,268.52,121.51,0.4314935,SWRO
2014,New York,"1,698,559","3,122,879","$5,200,758,093 ","5,200.76",5.2,255.16,138.78,3.122878833,NERO
2014,North Carolina,"761,105","1,575,676","$2,383,571,501 ","2,383.57",2.38,260.98,126.06,1.57567575,SERO
2014,North Dakota,"25,011","53,753","$75,765,024 ",75.77,0.08,252.44,117.46,0.053753167,MPRO
2014,Ohio,"851,972","1,752,135","$2,582,757,967 ","2,582.76",2.58,252.63,122.84,1.752135167,MWRO
2014,Oklahoma,"279,606","608,492","$865,049,765 ",865.05,0.87,257.82,118.47,0.608492333,SWRO
2014,Oregon,"448,855","802,190","$1,161,871,005 ","1,161.87",1.16,215.71,120.7,0.802190083,WRO
2014,Pennsylvania,"889,725","1,796,154","$2,573,657,445 ","2,573.66",2.57,241.05,119.41,1.796154333,MARO
2014,Rhode Island,"101,002","178,518","$279,843,287 ",279.84,0.28,230.89,130.63,0.178517833,NERO
2014,SERO,"5,730,337","11,578,713","$17,273,983,484 ","17,273.98",17.27,251.21,124.32,11.57871258,SERO
2014,South Carolina,"395,209","834,511","$1,235,696,260 ","1,235.70",1.24,260.56,123.4,0.834511,SERO
2014,South Dakota,"44,039","100,938","$148,938,276 ",148.94,0.15,281.83,122.96,0.100937917,MPRO
2014,SWRO,"2,700,407","6,261,966","$8,776,896,378 ","8,776.90",8.78,270.85,116.8,6.261965583,SWRO
2014,Tennessee,"650,251","1,312,505","$1,951,918,832 ","1,951.92",1.95,250.15,123.93,1.312505333,SERO
2014,Texas,"1,607,669","3,852,675","$5,330,650,619 ","5,330.65",5.33,276.31,115.3,3.852674917,SWRO
2014,US,"22,743,911",46663616,"$69,998,835,569 ","69,998.84",70,256.47,125.01,46.663616,US
2014,Utah,"90,570","229,911","$316,671,764 ",316.67,0.32,291.37,114.78,0.229911333,SWRO
2014,Vermont,"48,575","93,000","$130,324,476 ",130.32,0.13,223.58,116.78,0.092999667,NERO
2014,Virgin Islands,"12,478","27,824","$55,099,458 ",55.1,0.06,367.98,165.02,0.027823917,NERO
2014,Virginia,"443,607","918,902","$1,303,281,631 ","1,303.28",1.3,244.83,118.19,0.918902083,MARO
2014,Washington,"585,105","1,095,551","$1,547,545,882 ","1,547.55",1.55,220.41,117.71,1.095551083,WRO
2014,West Virginia,"176,029","362,501","$476,134,200 ",476.13,0.48,225.41,109.46,0.362500833,MARO
2014,Wisconsin,"420,833","841,533","$1,112,980,884 ","1,112.98",1.11,220.39,110.21,0.841532833,MWRO
2014,WRO,"3,933,079","8,216,128","$13,238,110,398 ","13,238.11",13.24,280.49,134.27,8.216127667,WRO
2014,Wyoming,"15,249","35,871","$49,272,569 ",49.27,0.05,269.26,114.47,0.035871,MPRO
2015,Alabama,"417,943","889,380","$1,341,906,577 ","1,341.91",1.34,267.56,125.73,0.889380083,SERO
2015,Alaska,"34,187","81,121","$168,054,411 ",168.05,0.17,409.64,172.64,0.08112125,WRO
2015,Arizona,"439,330","999,401","$1,459,584,642 ","1,459.58",1.46,276.86,121.7,0.999401,SWRO
2015,Arkansas,"214,056","468,904","$648,769,562 ",648.77,0.65,252.57,115.3,0.468904,SWRO
2015,California,"2,096,960","4,417,772","$7,528,039,778 ","7,528.04",7.53,299.16,142,4.417772,WRO
2015,Colorado,"233,113","495,134","$771,959,823 ",771.96,0.77,275.96,129.92,0.49513375,MPRO
2015,Connecticut,"248,204","442,161","$715,334,947 ",715.33,0.72,240.17,134.82,0.44216125,NERO
2015,Delaware,"71,821","149,981","$228,935,464 ",228.94,0.23,265.63,127.2,0.1499805,MARO
2015,District of Columbia,"80,007","141,845","$224,104,447 ",224.1,0.22,233.42,131.66,0.141845083,MARO
2015,Florida,"2,009,594","3,656,169","$5,688,711,691 ","5,688.71",5.69,235.9,129.66,3.656169417,SERO
2015,Georgia,"839,207","1,800,531","$2,803,606,880 ","2,803.61",2.8,278.4,129.76,1.800530917,SERO
2015,Guam,"15,556","47,166","$109,148,665 ",109.15,0.11,584.72,192.85,0.047165667,WRO
2015,Hawaii,"95,545","188,895","$505,466,329 ",505.47,0.51,440.86,222.99,0.188895083,WRO
2015,Idaho,"83,869","196,872","$273,758,132 ",273.76,0.27,272.01,115.88,0.1968715,WRO
2015,Illinois,"1,060,589","2,042,306","$3,303,102,831 ","3,303.10",3.3,259.53,134.78,2.0423055,MWRO
2015,Indiana,"379,929","831,740","$1,244,188,231 ","1,244.19",1.24,272.9,124.66,0.831740417,MWRO
2015,Iowa,"184,850","391,224","$516,608,025 ",516.61,0.52,232.9,110.04,0.39122375,MWRO
2015,Kansas,"121,991","273,974","$374,432,741 ",374.43,0.37,255.78,113.89,0.273974167,MPRO
2015,Kentucky,"368,596","768,882","$1,112,381,122 ","1,112.38",1.11,251.49,120.56,0.768881833,SERO
2015,Louisiana,"389,519","859,738","$1,298,445,656 ","1,298.45",1.3,277.79,125.86,0.859737583,SWRO
2015,Maine,"105,075","202,579","$282,015,650 ",282.02,0.28,223.66,116.01,0.202578833,NERO
2015,MARO,"2,527,551","5,060,999","$7,378,311,448 ","7,378.31",7.38,243.26,121.49,5.06099875,MARO
2015,Maryland,"404,708","781,035","$1,149,657,589 ","1,149.66",1.15,236.73,122.66,0.781034583,MARO
2015,Massachusetts,"449,468","785,778","$1,202,312,621 ","1,202.31",1.2,222.91,127.51,0.785778083,NERO
2015,Michigan,"824,971","1,571,344","$2,369,233,695 ","2,369.23",2.37,239.32,125.65,1.571344333,MWRO
2015,Minnesota,"240,410","496,023","$627,557,916 ",627.56,0.63,217.53,105.43,0.496023167,MWRO
2015,Mississippi,"296,094","636,322","$916,551,543 ",916.55,0.92,257.96,120.03,0.63632225,SERO
2015,Missouri,"398,662","844,597","$1,258,535,557 ","1,258.54",1.26,263.07,124.18,0.844597083,MPRO
2015,Montana,"56,112","119,082","$171,413,823 ",171.41,0.17,254.57,119.96,0.1190815,MPRO
2015,MPRO,"1,242,458","2,708,011","$3,922,080,985 ","3,922.08",3.92,263.06,120.69,2.708011333,MPRO
2015,MWRO,"3,731,358","7,423,217","$11,124,071,391 ","11,124.07",11.12,248.44,124.88,7.423216833,MWRO
2015,Nebraska,"77,755","174,092","$242,092,503 ",242.09,0.24,259.46,115.88,0.174092417,MPRO
2015,NERO,"2,665,807","4,835,941","$7,775,503,773 ","7,775.50",7.78,243.06,133.99,4.835941,NERO
2015,Nevada,"209,787","420,413","$605,592,527 ",605.59,0.61,240.56,120.04,0.420413167,WRO
2015,New Hampshire,"51,478","106,296","$132,497,777 ",132.5,0.13,214.49,103.87,0.106296333,NERO
2015,New Jersey,"453,338","905,728","$1,291,435,885 ","1,291.44",1.29,237.39,118.82,0.905727667,MARO
2015,New Mexico,"205,540","453,146","$685,206,629 ",685.21,0.69,277.81,126.01,0.453146417,SWRO
2015,New York,"1,665,683","3,039,108","$5,036,156,208 ","5,036.16",5.04,251.96,138.09,3.039108167,NERO
2015,North Carolina,"803,495","1,646,202","$2,395,550,386 ","2,395.55",2.4,248.45,121.27,1.64620225,SERO
2015,North Dakota,"24,771","53,148","$77,912,538 ",77.91,0.08,262.11,122.16,0.053147583,MPRO
2015,Ohio,"818,704","1,676,263","$2,528,834,777 ","2,528.83",2.53,257.4,125.72,1.676263,MWRO
2015,Oklahoma,"271,065","598,257","$864,950,565 ",864.95,0.86,265.91,120.48,0.598257167,SWRO
2015,Oregon,"442,090","779,749","$1,152,976,715 ","1,152.98",1.15,217.33,123.22,0.779748917,WRO
2015,Pennsylvania,"918,761","1,826,667","$2,699,655,059 ","2,699.66",2.7,244.86,123.16,1.826666833,MARO
2015,Rhode Island,"100,949","175,025","$282,777,163 ",282.78,0.28,233.43,134.64,0.175024667,NERO
2015,SERO,"5,726,726","11,431,449","$17,352,021,797 ","17,352.02",17.35,252.5,126.49,11.43144917,SERO
2015,South Carolina,"379,992","804,572","$1,208,604,782 ","1,208.60",1.21,265.05,125.18,0.80457175,SERO
2015,South Dakota,"43,176","98,553","$148,866,948 ",148.87,0.15,287.32,125.88,0.098552833,MPRO
2015,SWRO,"2,638,777","6,104,733","$8,762,786,536 ","8,762.79",8.76,276.73,119.62,6.104733333,SWRO
2015,Tennessee,"611,805","1,229,391","$1,884,708,816 ","1,884.71",1.88,256.71,127.75,1.229390667,SERO
2015,Texas,"1,558,597","3,724,688","$5,265,414,124 ","5,265.41",5.27,281.53,117.8,3.724688167,SWRO
2015,US,"22,522,261",45766672,"$69,645,138,228 ","69,645.14",69.65,257.69,126.81,45.766672,US
2015,Utah,"88,160","225,603","$313,810,557 ",313.81,0.31,296.63,115.92,0.22560275,SWRO
2015,Vermont,"44,950","84,994","$124,409,407 ",124.41,0.12,230.64,121.98,0.084993667,NERO
2015,Virgin Islands,"12,610","27,461","$56,465,978 ",56.47,0.06,373.17,171.35,0.027461083,NERO
2015,Virginia,"404,348","860,375","$1,230,788,073 ","1,230.79",1.23,253.66,119.21,0.86037475,MARO
2015,Washington,"572,261","1,070,933","$1,527,741,099 ","1,527.74",1.53,222.47,118.88,1.070932667,WRO
2015,West Virginia,"181,961","367,908","$497,268,953 ",497.27,0.5,227.74,112.63,0.36790825,MARO
2015,Wisconsin,"406,754","805,540","$1,051,153,941 ","1,051.15",1.05,215.35,108.74,0.805540417,MWRO
2015,WRO,"3,989,583","8,202,321","$13,330,362,298 ","13,330.36",13.33,278.44,135.43,8.20232125,WRO
2015,Wyoming,"13,868","32,606","$46,448,470 ",46.45,0.05,279.12,118.71,0.0326055,MPRO
2016,Alabama,"399,728","850,804","$1,254,835,320 ","1,254.84",1.25,261.6,122.91,0.850804083,SERO
2016,Alaska,"34,648","82,326","$175,483,424 ",175.48,0.18,422.07,177.63,0.08232625,WRO
2016,Arizona,"427,061","960,105","$1,402,230,493 ","1,402.23",1.4,273.62,121.71,0.960104667,SWRO
2016,Arkansas,"191,636","426,069","$577,775,082 ",577.78,0.58,251.25,113.01,0.4260685,SWRO
2016,California,"2,093,562","4,340,042","$7,237,700,086 ","7,237.70",7.24,288.09,138.97,4.340042083,WRO
2016,Colorado,"225,334","475,690","$728,042,703 ",728.04,0.73,269.25,127.54,0.475690333,MPRO
2016,Connecticut,"244,927","431,597","$685,510,011 ",685.51,0.69,233.24,132.36,0.431597417,NERO
2016,Delaware,"71,099","147,559","$220,683,314 ",220.68,0.22,258.66,124.63,0.147558917,MARO
2016,District of Columbia,"75,819","134,625","$210,436,410 ",210.44,0.21,231.29,130.26,0.134625417,MARO
2016,Florida,"1,870,739","3,454,530","$5,216,754,147 ","5,216.75",5.22,232.38,125.84,3.454529667,SERO
2016,Georgia,"800,670","1,733,473","$2,663,017,763 ","2,663.02",2.66,277.17,128.02,1.733473083,SERO
2016,Guam,"15,551","46,713","$106,333,972 ",106.33,0.11,569.82,189.7,0.046712583,WRO
2016,Hawaii,"89,095","176,729","$484,225,008 ",484.23,0.48,452.91,228.33,0.176729083,WRO
2016,Idaho,"79,531","185,303","$255,423,930 ",255.42,0.26,267.63,114.87,0.185303417,WRO
2016,Illinois,"996,092","1,914,393","$3,040,976,772 ","3,040.98",3.04,254.41,132.37,1.914393333,MWRO
2016,Indiana,"328,688","741,610","$1,068,458,926 ","1,068.46",1.07,270.89,120.06,0.74161,MWRO
2016,Iowa,"178,874","380,705","$507,597,206 ",507.6,0.51,236.48,111.11,0.380705083,MWRO
2016,Kansas,"114,392","253,833","$342,324,968 ",342.32,0.34,249.38,112.39,0.253832833,MPRO
2016,Kentucky,"313,476","666,264","$980,976,984 ",980.98,0.98,260.78,122.7,0.666264417,SERO
2016,Louisiana,"422,090","927,168","$1,494,495,292 ","1,494.50",1.49,295.06,134.32,0.927168083,SWRO
2016,Maine,"98,549","189,245","$254,898,802 ",254.9,0.25,215.54,112.24,0.189245167,NERO
2016,MARO,"2,505,679","4,981,994","$7,187,587,419 ","7,187.59",7.19,239.04,120.23,4.981994083,MARO
2016,Maryland,"388,957","744,343","$1,079,151,904 ","1,079.15",1.08,231.21,120.82,0.744342833,MARO
2016,Massachusetts,"450,364","779,192","$1,189,716,303 ","1,189.72",1.19,220.14,127.24,0.779191667,NERO
2016,Michigan,"777,906","1,473,614","$2,167,714,845 ","2,167.71",2.17,232.22,122.58,1.47361425,MWRO
2016,Minnesota,"231,228","478,783","$602,563,639 ",602.56,0.6,217.16,104.88,0.478782667,MWRO
2016,Mississippi,"269,082","582,658","$814,420,697 ",814.42,0.81,252.22,116.48,0.582658333,SERO
2016,Missouri,"378,373","810,690","$1,182,957,874 ","1,182.96",1.18,260.54,121.6,0.81069,MPRO
2016,Montana,"54,612","116,626","$166,365,465 ",166.37,0.17,253.86,118.87,0.11662575,MPRO
2016,MPRO,"1,198,172","2,617,303","$3,741,636,670 ","3,741.64",3.74,260.23,119.13,2.617302667,MPRO
2016,MWRO,"3,487,770","6,945,110","$10,198,598,151 ","10,198.60",10.2,243.68,122.37,6.945109583,MWRO
2016,Nebraska,"78,482","175,851","$240,677,417 ",240.68,0.24,255.56,114.05,0.175850667,MPRO
2016,NERO,"2,621,049","4,717,497","$7,561,513,236 ","7,561.51",7.56,240.41,133.57,4.717496667,NERO
2016,Nevada,"222,253","439,782","$629,519,652 ",629.52,0.63,236.04,119.29,0.439782417,WRO
2016,New Hampshire,"48,037","98,464","$120,552,019 ",120.55,0.12,209.13,102.03,0.098464417,NERO
2016,New Jersey,"440,091","879,987","$1,223,052,433 ","1,223.05",1.22,231.59,115.82,0.879987,MARO
2016,New Mexico,"216,877","471,247","$693,426,783 ",693.43,0.69,266.44,122.62,0.47124675,SWRO
2016,New York,"1,635,764","2,968,227","$4,922,406,430 ","4,922.41",4.92,250.77,138.2,2.968227333,NERO
2016,North Carolina,"761,999","1,568,387","$2,248,946,897 ","2,248.95",2.25,245.95,119.49,1.568386583,SERO
